date,age,account,old_balance,new_balance,amount,type,message
2035-12-31,61,ra,310748.85,310798.85,50.0,inflow,ra-Extra Interest for ra at age 61-50.00
2036-01-31,61,oa,17076.9,17295.94,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-01-31,61,ma,286706.08,289006.0,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-01-31,61,ra,310798.85,311017.89,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-02-29,61,oa,17295.94,17514.98,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-02-29,61,ma,289006.0,291305.92,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-02-29,61,ra,311017.89,311236.93,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-03-31,61,oa,17514.98,17734.02,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-03-31,61,ma,291305.92,293605.84,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-03-31,61,ra,311236.93,311455.97,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-04-30,61,oa,17734.02,17953.06,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-04-30,61,ma,293605.84,295905.76,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-04-30,61,ra,311455.97,311675.01,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-05-31,61,oa,17953.06,18172.1,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-05-31,61,ma,295905.76,298205.68,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-05-31,61,ra,311675.01,311894.05,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-06-30,61,oa,18172.1,18391.14,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-06-30,61,ma,298205.68,300505.6,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-06-30,61,ra,311894.05,312113.09,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-07-31,62,oa,18391.14,18610.18,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-07-31,62,ma,300505.6,302805.52,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-07-31,62,ra,312113.09,312332.13,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-08-31,62,oa,18610.18,18829.22,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-08-31,62,ma,302805.52,305105.44,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-08-31,62,ra,312332.13,312551.17,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-09-30,62,oa,18829.22,19048.26,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-09-30,62,ma,305105.44,307405.36,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-09-30,62,ra,312551.17,312770.21,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-10-31,62,oa,19048.26,19267.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-10-31,62,ma,307405.36,309705.28,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-10-31,62,ra,312770.21,312989.25,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-11-30,62,oa,19267.3,19486.34,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-11-30,62,ma,309705.28,312005.2,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-11-30,62,ra,312989.25,313208.29,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,62,oa,19486.34,19705.38,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-12-31,62,ma,312005.2,314305.12,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-12-31,62,ra,313208.29,313427.33,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,62,oa,19705.38,19771.06,65.68,inflow,oa-Interest for ra at age 62-65.68
2036-12-31,62,ma,314305.12,315352.8,1047.68,inflow,ma-Interest for ra at age 62-1047.68
2036-12-31,62,ra,313427.33,314472.09,1044.76,inflow,ra-Interest for ra at age 62-1044.76
2036-12-31,62,ra,314472.09,314522.09,50.0,inflow,ra-Extra Interest for ra at age 62-50.00
2037-01-31,62,oa,19771.06,19990.1,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-01-31,62,ma,315352.8,317652.72,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-01-31,62,ra,314522.09,314741.13,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-02-28,62,oa,19990.1,20209.14,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-02-28,62,ma,317652.72,319952.64,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-02-28,62,ra,314741.13,314960.17,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-03-31,62,oa,20209.14,20428.18,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-03-31,62,ma,319952.64,322252.56,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-03-31,62,ra,314960.17,315179.21,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-04-30,62,oa,20428.18,20647.22,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-04-30,62,ma,322252.56,324552.48,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-04-30,62,ra,315179.21,315398.25,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-05-31,62,oa,20647.22,20866.26,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-05-31,62,ma,324552.48,326852.4,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-05-31,62,ra,315398.25,315617.29,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-06-30,62,oa,20866.26,21085.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-06-30,62,ma,326852.4,329152.32,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-06-30,62,ra,315617.29,315836.33,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-07-31,63,oa,21085.3,21304.34,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-07-31,63,ma,329152.32,331452.24,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-07-31,63,ra,315836.33,316055.37,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-08-31,63,oa,21304.34,21523.38,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-08-31,63,ma,331452.24,333752.16,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-08-31,63,ra,316055.37,316274.41,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-09-30,63,oa,21523.38,21742.42,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-09-30,63,ma,333752.16,336052.08,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-09-30,63,ra,316274.41,316493.45,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-10-31,63,oa,21742.42,21961.46,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-10-31,63,ma,336052.08,338352.0,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-10-31,63,ra,316493.45,316712.49,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-11-30,63,oa,21961.46,22180.5,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-11-30,63,ma,338352.0,340651.92,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-11-30,63,ra,316712.49,316931.53,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,63,oa,22180.5,22399.54,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-12-31,63,ma,340651.92,342951.84,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-12-31,63,ra,316931.53,317150.57,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,63,oa,22399.54,22474.21,74.67,inflow,oa-Interest for ra at age 63-74.67
2037-12-31,63,ma,342951.84,344095.01,1143.17,inflow,ma-Interest for ra at age 63-1143.17
2037-12-31,63,ra,317150.57,318207.74,1057.17,inflow,ra-Interest for ra at age 63-1057.17
2037-12-31,63,ra,318207.74,318257.74,50.0,inflow,ra-Extra Interest for ra at age 63-50.00
2038-01-31,63,oa,22474.21,22693.25,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-01-31,63,ma,344095.01,346394.93,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-01-31,63,ra,318257.74,318476.78,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-02-28,63,oa,22693.25,22912.29,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-02-28,63,ma,346394.93,348694.85,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-02-28,63,ra,318476.78,318695.82,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-03-31,63,oa,22912.29,23131.33,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-03-31,63,ma,348694.85,350994.77,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-03-31,63,ra,318695.82,318914.86,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-04-30,63,oa,23131.33,23350.37,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-04-30,63,ma,350994.77,353294.69,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-04-30,63,ra,318914.86,319133.9,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-05-31,63,oa,23350.37,23569.41,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-05-31,63,ma,353294.69,355594.61,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-05-31,63,ra,319133.9,319352.94,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-06-30,63,oa,23569.41,23788.45,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-06-30,63,ma,355594.61,357894.53,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-06-30,63,ra,319352.94,319571.98,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-07-31,64,oa,23788.45,24007.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-07-31,64,ma,357894.53,360194.45,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-07-31,64,ra,319571.98,319791.02,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-08-31,64,oa,24007.49,24226.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-08-31,64,ma,360194.45,362494.37,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-08-31,64,ra,319791.02,320010.06,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-09-30,64,oa,24226.53,24445.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-09-30,64,ma,362494.37,364794.29,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-09-30,64,ra,320010.06,320229.1,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-10-31,64,oa,24445.57,24664.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-10-31,64,ma,364794.29,367094.21,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-10-31,64,ra,320229.1,320448.14,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-11-30,64,oa,24664.61,24883.65,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-11-30,64,ma,367094.21,369394.13,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-11-30,64,ra,320448.14,320667.18,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,64,oa,24883.65,25102.69,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-12-31,64,ma,369394.13,371694.05,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-12-31,64,ra,320667.18,320886.22,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,64,oa,25102.69,25186.37,83.68,inflow,oa-Interest for ra at age 64-83.68
2038-12-31,64,ma,371694.05,372933.03,1238.98,inflow,ma-Interest for ra at age 64-1238.98
2038-12-31,64,ra,320886.22,321955.84,1069.62,inflow,ra-Interest for ra at age 64-1069.62
2038-12-31,64,ra,321955.84,322005.84,50.0,inflow,ra-Extra Interest for ra at age 64-50.00
2039-01-31,64,oa,25186.37,25405.41,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-01-31,64,ma,372933.03,375232.95,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-01-31,64,ra,322005.84,322224.88,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-02-28,64,oa,25405.41,25624.45,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-02-28,64,ma,375232.95,377532.87,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-02-28,64,ra,322224.88,322443.92,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-03-31,64,oa,25624.45,25843.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-03-31,64,ma,377532.87,379832.79,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-03-31,64,ra,322443.92,322662.96,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-04-30,64,oa,25843.49,26062.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-04-30,64,ma,379832.79,382132.71,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-04-30,64,ra,322662.96,322882.0,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-05-31,64,oa,26062.53,26281.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-05-31,64,ma,382132.71,384432.63,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-05-31,64,ra,322882.0,323101.04,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-06-30,64,oa,26281.57,26500.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-06-30,64,ma,384432.63,386732.55,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-06-30,64,ra,323101.04,323320.08,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-07-31,65,oa,26500.61,26666.81,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-07-31,65,ma,386732.55,388474.74,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-07-31,65,ra,323320.08,324149.69,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-08-31,65,oa,26666.81,26833.01,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-08-31,65,ma,388474.74,390216.93,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-08-31,65,ra,324149.69,324979.3,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-09-30,65,oa,26833.01,26999.21,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-09-30,65,ma,390216.93,391959.12,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-09-30,65,ra,324979.3,325808.91,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-10-31,65,oa,26999.21,27165.41,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-10-31,65,ma,391959.12,393701.31,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-10-31,65,ra,325808.91,326638.52,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-11-30,65,oa,27165.41,27331.61,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-11-30,65,ma,393701.31,395443.5,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-11-30,65,ra,326638.52,327468.13,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-12-31,65,oa,27331.61,27497.81,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-12-31,65,ma,395443.5,397185.69,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-12-31,65,ra,327468.13,328297.74,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-12-31,65,oa,27497.81,27589.47,91.66,inflow,oa-Interest for ra at age 65-91.66
2039-12-31,65,ma,397185.69,398509.64,1323.95,inflow,ma-Interest for ra at age 65-1323.95
2039-12-31,65,ra,328297.74,329392.07,1094.33,inflow,ra-Interest for ra at age 65-1094.33
2039-12-31,65,ra,329392.07,329442.07,50.0,inflow,ra-Extra Interest for ra at age 65-50.00
2040-01-31,65,oa,27589.47,27755.67,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-01-31,65,ma,398509.64,400251.83,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-01-31,65,ra,329442.07,330271.68,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-02-29,65,oa,27755.67,27921.87,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-02-29,65,ma,400251.83,401994.02,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-02-29,65,ra,330271.68,331101.29,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-03-31,65,oa,27921.87,28088.07,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-03-31,65,ma,401994.02,403736.21,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-03-31,65,ra,331101.29,331930.9,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-04-30,65,oa,28088.07,28254.27,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-04-30,65,ma,403736.21,405478.4,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-04-30,65,ra,331930.9,332760.51,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-05-31,65,oa,28254.27,28420.47,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-05-31,65,ma,405478.4,407220.59,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-05-31,65,ra,332760.51,333590.12,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-06-30,65,oa,28420.47,28586.67,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-06-30,65,ma,407220.59,408962.78,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-06-30,65,ra,333590.12,334419.73,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-07-31,66,oa,28586.67,28752.87,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-07-31,66,ma,408962.78,410704.97,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-07-31,66,ra,334419.73,335249.34,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-08-31,66,oa,28752.87,28919.07,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-08-31,66,ma,410704.97,412447.16,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-08-31,66,ra,335249.34,336078.95,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-09-30,66,oa,28919.07,29085.27,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-09-30,66,ma,412447.16,414189.35,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-09-30,66,ra,336078.95,336908.56,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-10-31,66,oa,29085.27,29251.47,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-10-31,66,ma,414189.35,415931.54,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-10-31,66,ra,336908.56,337738.17,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-11-30,66,oa,29251.47,29417.67,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-11-30,66,ma,415931.54,417673.73,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-11-30,66,ra,337738.17,338567.78,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-12-31,66,oa,29417.67,29583.87,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-12-31,66,ma,417673.73,419415.92,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-12-31,66,ra,338567.78,339397.39,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-12-31,66,oa,29583.87,29682.48,98.61,inflow,oa-Interest for ra at age 66-98.61
2040-12-31,66,ma,419415.92,420813.97,1398.05,inflow,ma-Interest for ra at age 66-1398.05
2040-12-31,66,ra,339397.39,340528.71,1131.32,inflow,ra-Interest for ra at age 66-1131.32
2040-12-31,66,ra,340528.71,340578.71,50.0,inflow,ra-Extra Interest for ra at age 66-50.00
2041-01-31,66,oa,29682.48,29848.68,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-01-31,66,ma,420813.97,422556.16,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-01-31,66,ra,340578.71,341408.32,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-02-28,66,oa,29848.68,30014.88,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-02-28,66,ma,422556.16,424298.35,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-02-28,66,ra,341408.32,342237.93,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-03-31,66,oa,30014.88,30181.08,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-03-31,66,ma,424298.35,426040.54,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-03-31,66,ra,342237.93,343067.54,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-04-30,66,oa,30181.08,30347.28,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-04-30,66,ma,426040.54,427782.73,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-04-30,66,ra,343067.54,343897.15,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-05-31,66,oa,30347.28,30513.48,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-05-31,66,ma,427782.73,429524.92,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-05-31,66,ra,343897.15,344726.76,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-06-30,66,oa,30513.48,30679.68,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-06-30,66,ma,429524.92,431267.11,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-06-30,66,ra,344726.76,345556.37,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-07-31,67,oa,30679.68,30845.88,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-07-31,67,ma,431267.11,433009.3,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-07-31,67,ra,345556.37,346385.98,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-07-31,67,excess,180113.52,181043.52,930.0,inflow,excess-cpf_payout_67-930.00
2041-08-31,67,oa,30845.88,31012.08,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-08-31,67,ma,433009.3,434751.49,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-08-31,67,ra,346385.98,347215.59,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-08-31,67,excess,181043.52,181973.52,930.0,inflow,excess-cpf_payout_67-930.00
2041-09-30,67,oa,31012.08,31178.28,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-09-30,67,ma,434751.49,436493.68,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-09-30,67,ra,347215.59,348045.2,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-09-30,67,excess,181973.52,182903.52,930.0,inflow,excess-cpf_payout_67-930.00
2041-10-31,67,oa,31178.28,31344.48,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-10-31,67,ma,436493.68,438235.87,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-10-31,67,ra,348045.2,348874.81,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-10-31,67,excess,182903.52,183833.52,930.0,inflow,excess-cpf_payout_67-930.00
2041-11-30,67,oa,31344.48,31510.68,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-11-30,67,ma,438235.87,439978.06,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-11-30,67,ra,348874.81,349704.42,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-11-30,67,excess,183833.52,184763.52,930.0,inflow,excess-cpf_payout_67-930.00
2041-12-31,67,oa,31510.68,31676.88,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-12-31,67,ma,439978.06,441720.25,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-12-31,67,ra,349704.42,350534.03,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-12-31,67,oa,31676.88,31782.47,105.59,inflow,oa-Interest for ra at age 67-105.59
2041-12-31,67,ma,441720.25,443192.65,1472.4,inflow,ma-Interest for ra at age 67-1472.40
2041-12-31,67,ra,350534.03,351702.48,1168.45,inflow,ra-Interest for ra at age 67-1168.45
2041-12-31,67,ra,351702.48,351752.48,50.0,inflow,ra-Extra Interest for ra at age 67-50.00
2041-12-31,67,excess,184763.52,185693.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-01-31,67,oa,31782.47,31948.67,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-01-31,67,ma,443192.65,444934.84,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-01-31,67,ra,351752.48,352582.09,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-01-31,67,excess,185693.52,186623.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-02-28,67,oa,31948.67,32114.87,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-02-28,67,ma,444934.84,446677.03,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-02-28,67,ra,352582.09,353411.7,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-02-28,67,excess,186623.52,187553.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-03-31,67,oa,32114.87,32281.07,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-03-31,67,ma,446677.03,448419.22,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-03-31,67,ra,353411.7,354241.31,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-03-31,67,excess,187553.52,188483.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-04-30,67,oa,32281.07,32447.27,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-04-30,67,ma,448419.22,450161.41,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-04-30,67,ra,354241.31,355070.92,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-04-30,67,excess,188483.52,189413.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-05-31,67,oa,32447.27,32613.47,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-05-31,67,ma,450161.41,451903.6,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-05-31,67,ra,355070.92,355900.53,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-05-31,67,excess,189413.52,190343.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-06-30,67,oa,32613.47,32779.67,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-06-30,67,ma,451903.6,453645.79,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-06-30,67,ra,355900.53,356730.14,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-06-30,67,excess,190343.52,191273.52,930.0,inflow,excess-cpf_payout_67-930.00
2042-07-31,68,oa,32779.67,32945.87,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-07-31,68,ma,453645.79,455387.98,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-07-31,68,ra,356730.14,357559.75,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-07-31,68,excess,191273.52,192203.52,930.0,inflow,excess-cpf_payout_68-930.00
2042-08-31,68,oa,32945.87,33112.07,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-08-31,68,ma,455387.98,457130.17,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-08-31,68,ra,357559.75,358389.36,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-08-31,68,excess,192203.52,193133.52,930.0,inflow,excess-cpf_payout_68-930.00
2042-09-30,68,oa,33112.07,33278.27,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-09-30,68,ma,457130.17,458872.36,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-09-30,68,ra,358389.36,359218.97,829.61,inflow,ra-Allocation for ra at age 68-829.61
